425578 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425578 write(8, "LOG_START_wsgi ,TS=1715882229.06"..., 38) = 38
426254 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426253 write(8, "PID = \n425109\n", 14) = 14
426253 write(3, "INFO:werkzeug:PID = \n425109\n", 28 <unfinished ...>
426254 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
426254 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426253 write(8, "TID = \n426253\n", 14) = 14
426253 write(3, "INFO:werkzeug:TID = \n426253\n", 28 <unfinished ...>
426254 write(8, "PID = \n425109\n", 14 <unfinished ...>
426254 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426253 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426253 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
426254 write(8, "TID = \n426254\n", 14 <unfinished ...>
426254 write(3, "INFO:werkzeug:TID = \n426254\n", 28) = 28
426253 write(8, "LOG_STOP_wsgi, TS=1715882244.932"..., 37) = 37
426253 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
426254 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
426253 write(1, "#*# REQ_SEND\n", 13)   = 13
426254 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426253 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426254 write(8, "LOG_STOP_wsgi, TS=1715882244.934"..., 37) = 37
426254 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426254 write(1, "#*# REQ_SEND\n", 13)   = 13
426253 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426254 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426254 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426253 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426253 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426253 write(1, "*#* RES_REC\n", 12)    = 12
426253 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426253 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426253 write(12, "\"{}\"", 4)           = 4
426254 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426253 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426254 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426253 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426254 write(1, "*#* RES_REC\n", 12)    = 12
426253 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426254 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426254 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31 <unfinished ...>
426254 write(12, "\"{}\"", 4)           = 4
426254 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426254 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426254 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426281 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426281 write(8, "LOG_START_wsgi ,TS=1715882245.10"..., 38) = 38
426281 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426281 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426281 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426281 write(8, "PID = \n425109\n", 14) = 14
426281 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426281 write(8, "TID = \n426281\n", 14) = 14
426281 write(3, "INFO:werkzeug:TID = \n426281\n", 28) = 28
426281 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426281 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426281 write(8, "LOG_STOP_wsgi, TS=1715882245.106"..., 37) = 37
426281 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426281 write(1, "#*# REQ_SEND\n", 13)   = 13
426281 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426281 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426288 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426288 write(8, "LOG_START_wsgi ,TS=1715882245.11"..., 38) = 38
426281 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426288 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426281 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426288 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426281 write(1, "*#* RES_REC\n", 12)    = 12
426288 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426281 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426281 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31 <unfinished ...>
426288 write(8, "PID = \n425109\n", 14 <unfinished ...>
426288 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426288 write(8, "TID = \n426288\n", 14) = 14
426288 write(3, "INFO:werkzeug:TID = \n426288\n", 28) = 28
426288 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426288 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426281 write(11, "\"{}\"", 4)           = 4
426288 write(8, "LOG_STOP_wsgi, TS=1715882245.117"..., 37) = 37
426288 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426288 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
426288 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426281 write(3, "INFO:jaeger_tracing:Reporting sp"..., 90) = 90
426281 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426281 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83 <unfinished ...>
426288 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426289 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
426289 write(8, "LOG_START_wsgi ,TS=1715882245.12"..., 37) = 37
426290 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426289 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
426290 write(8, "LOG_START_wsgi ,TS=1715882245.12"..., 38) = 38
426290 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426289 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426289 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
426290 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
426290 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426289 write(8, "PID = \n425109\n", 14) = 14
426289 write(3, "INFO:werkzeug:PID = \n425109\n", 28 <unfinished ...>
426290 write(8, "PID = \n425109\n", 14 <unfinished ...>
426290 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426289 write(8, "TID = \n426289\n", 14) = 14
426289 write(3, "INFO:werkzeug:TID = \n426289\n", 28 <unfinished ...>
426290 write(8, "TID = \n426290\n", 14 <unfinished ...>
426290 write(3, "INFO:werkzeug:TID = \n426290\n", 28) = 28
426289 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426289 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
426290 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
426290 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426289 write(8, "LOG_STOP_wsgi, TS=1715882245.123"..., 36) = 36
426289 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50 <unfinished ...>
426290 write(8, "LOG_STOP_wsgi, TS=1715882245.124"..., 37 <unfinished ...>
426289 write(1, "#*# REQ_SEND\n", 13)   = 13
426290 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426289 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426290 write(1, "#*# REQ_SEND\n", 13)   = 13
426290 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426289 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426290 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
426288 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426288 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426288 write(1, "*#* RES_REC\n", 12)    = 12
426288 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426288 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426288 write(14, "\"{}\"", 4)           = 4
426288 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426288 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426288 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426289 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426289 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426289 write(1, "*#* RES_REC\n", 12)    = 12
426289 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426289 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426289 write(9, "\"{}\"", 4)            = 4
426290 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426289 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426290 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426289 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426290 write(1, "*#* RES_REC\n", 12)    = 12
426289 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426290 write(8, "REC_DATA_SIZE=53\n", 17 <unfinished ...>
426290 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426290 write(9, "\"{}\"", 4)            = 4
426290 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426290 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426290 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426315 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426315 write(8, "LOG_START_wsgi ,TS=1715882245.24"..., 38) = 38
426315 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426315 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426315 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426315 write(8, "PID = \n425109\n", 14) = 14
426315 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426315 write(8, "TID = \n426315\n", 14) = 14
426315 write(3, "INFO:werkzeug:TID = \n426315\n", 28) = 28
426315 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426315 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426315 write(8, "LOG_STOP_wsgi, TS=1715882245.243"..., 37) = 37
426315 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426315 write(1, "#*# REQ_SEND\n", 13)   = 13
426315 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426315 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426318 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426318 write(8, "LOG_START_wsgi ,TS=1715882245.25"..., 38) = 38
426318 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426318 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426318 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426318 write(8, "PID = \n425109\n", 14) = 14
426318 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426318 write(8, "TID = \n426318\n", 14) = 14
426318 write(3, "INFO:werkzeug:TID = \n426318\n", 28) = 28
426318 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426318 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426318 write(8, "LOG_STOP_wsgi, TS=1715882245.251"..., 37) = 37
426318 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426318 write(1, "#*# REQ_SEND\n", 13)   = 13
426318 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426318 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426315 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426315 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426315 write(1, "*#* RES_REC\n", 12)    = 12
426315 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426315 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426315 write(11, "\"{}\"", 4)           = 4
426315 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426315 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426315 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426321 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
426321 write(8, "LOG_START_wsgi ,TS=1715882245.26"..., 37) = 37
426321 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
426321 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426321 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426321 write(8, "PID = \n425109\n", 14) = 14
426318 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426321 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426321 write(8, "TID = \n426321\n", 14) = 14
426318 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426321 write(3, "INFO:werkzeug:TID = \n426321\n", 28) = 28
426318 write(1, "*#* RES_REC\n", 12)    = 12
426321 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426321 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426318 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426318 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31 <unfinished ...>
426321 write(8, "LOG_STOP_wsgi, TS=1715882245.263"..., 36 <unfinished ...>
426321 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
426321 write(1, "#*# REQ_SEND\n", 13)   = 13
426321 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426318 write(11, "\"{}\"", 4)           = 4
426321 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426318 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426318 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426318 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426321 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426321 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426321 write(1, "*#* RES_REC\n", 12)    = 12
426321 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426321 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426321 write(11, "\"{}\"", 4)           = 4
426321 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426321 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426321 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426324 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426324 write(8, "LOG_START_wsgi ,TS=1715882245.28"..., 38) = 38
426324 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426324 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426324 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426324 write(8, "PID = \n425109\n", 14) = 14
426324 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426324 write(8, "TID = \n426324\n", 14) = 14
426324 write(3, "INFO:werkzeug:TID = \n426324\n", 28) = 28
426324 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426324 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426324 write(8, "LOG_STOP_wsgi, TS=1715882245.281"..., 37) = 37
426324 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426324 write(1, "#*# REQ_SEND\n", 13)   = 13
426324 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426324 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426324 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426324 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426324 write(1, "*#* RES_REC\n", 12)    = 12
426324 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426324 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426324 write(11, "\"{}\"", 4)           = 4
426324 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426324 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426324 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426327 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
426327 write(8, "LOG_START_wsgi ,TS=1715882245.96"..., 38) = 38
426327 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426327 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426328 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
426327 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
426328 write(8, "LOG_START_wsgi ,TS=1715882245.96"..., 38) = 38
426328 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426327 write(8, "PID = \n425109\n", 14) = 14
426327 write(3, "INFO:werkzeug:PID = \n425109\n", 28 <unfinished ...>
426328 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
426328 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160 <unfinished ...>
426327 write(8, "TID = \n426327\n", 14 <unfinished ...>
426327 write(3, "INFO:werkzeug:TID = \n426327\n", 28 <unfinished ...>
426328 write(8, "PID = \n425109\n", 14 <unfinished ...>
426328 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426327 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426327 write(3, "INFO:werkzeug:post_data_form = \n"..., 55 <unfinished ...>
426328 write(8, "TID = \n426328\n", 14 <unfinished ...>
426328 write(3, "INFO:werkzeug:TID = \n426328\n", 28) = 28
426327 write(8, "LOG_STOP_wsgi, TS=1715882245.967"..., 37) = 37
426327 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
426328 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
426327 write(1, "#*# REQ_SEND\n", 13)   = 13
426328 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426327 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426328 write(8, "LOG_STOP_wsgi, TS=1715882245.968"..., 37) = 37
426328 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426328 write(1, "#*# REQ_SEND\n", 13)   = 13
426327 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426328 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426328 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79 <unfinished ...>
426327 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426327 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426327 write(1, "*#* RES_REC\n", 12)    = 12
426327 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426327 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426327 write(12, "\"{}\"", 4)           = 4
426328 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426328 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426327 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426328 write(1, "*#* RES_REC\n", 12)    = 12
426327 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426327 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83 <unfinished ...>
426328 write(8, "REC_DATA_SIZE=53\n", 17 <unfinished ...>
426328 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31 <unfinished ...>
426328 write(12, "\"{}\"", 4)           = 4
426328 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426328 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426328 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426353 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426353 write(8, "LOG_START_wsgi ,TS=1715882246.13"..., 38) = 38
426353 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426353 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426353 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426353 write(8, "PID = \n425109\n", 14) = 14
426353 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426353 write(8, "TID = \n426353\n", 14) = 14
426353 write(3, "INFO:werkzeug:TID = \n426353\n", 28) = 28
426353 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426353 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426353 write(8, "LOG_STOP_wsgi, TS=1715882246.137"..., 37) = 37
426353 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426353 write(1, "#*# REQ_SEND\n", 13)   = 13
426353 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426353 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426357 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426357 write(8, "LOG_START_wsgi ,TS=1715882246.14"..., 38) = 38
426357 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426357 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426357 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
426357 write(8, "PID = \n425109\n", 14) = 14
426357 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
426357 write(8, "TID = \n426357\n", 14) = 14
426357 write(3, "INFO:werkzeug:TID = \n426357\n", 28) = 28
426357 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
426357 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
426357 write(8, "LOG_STOP_wsgi, TS=1715882246.145"..., 37) = 37
426357 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
426357 write(1, "#*# REQ_SEND\n", 13)   = 13
426357 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
426357 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
426353 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426353 write(2, "{\"message\": \"Response <Response "..., 202) = 202
426353 write(1, "*#* RES_REC\n", 12 <unfinished ...>
426353 write(8, "REC_DATA_SIZE=53\n", 17) = 17
426353 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
426353 write(11, "\"{}\"", 4)           = 4
426353 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
426353 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
426353 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
426357 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
426360 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
426360 write(8, "LOG_START_wsgi ,TS=1715882246.15"..., 38 <unfinished ...>
426357 write(2, "{\"message\": \"Response <Response "..., 202 <unfinished ...>
426360 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
426357 write(1, "*#* RES_REC\n", 12)    = 12
426360 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
426360 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
